Country,Date,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views
India,8/16/2022 11:51:19 PM,Tablet,Sign Up,/products,Paid Search,160,26,7,493,1124,324,1381
India,10/25/2022 7:24:04 AM,Tablet,Sign Up,/products,Paid Search,74,52,47,245,1683,329,335
India,3/22/2020 1:34:41 PM,Tablet,Sign Up,/products,Paid Search,40,52,48,279,1210,56,858
India,5/24/2020 2:13:57 PM,Tablet,Subscribe,/products,Paid Search,48,24,44,772,1443,250,879
India,1/13/2020 10:50:48 PM,Tablet,Subscribe,/products,Paid Search,80,43,19,909,620,430,290
India,10/27/2021 2:20:20 PM,Tablet,Subscribe,/products,Paid Search,175,65,29,15,474,85,853
UK,1/30/2020 11:12:14 PM,Tablet,Sign Up,/products,Paid Search,114,24,33,448,128,142,334
UK,10/17/2020 9:33:21 AM,Tablet,Sign Up,/products,Paid Search,129,30,34,671,369,94,1094
USA,5/3/2020 3:50:12 AM,Tablet,Contact Form,/products,Paid Search,135,61,24,111,1231,200,310
USA,6/27/2021 8:11:14 PM,Tablet,Contact Form,/products,Paid Search,69,63,2,339,1334,340,1151
USA,12/24/2020 5:34:16 AM,Tablet,Download,/products,Paid Search,40,60,14,748,1179,333,1321
USA,1/31/2020 6:24:44 PM,Tablet,Sign Up,/products,Paid Search,78,47,33,664,490,430,940
USA,9/1/2023 12:21:57 PM,Tablet,Subscribe,/products,Paid Search,70,24,21,920,909,80,1167
USA,5/24/2022 1:34:19 AM,Tablet,Subscribe,/products,Paid Search,127,66,30,614,1865,68,1290
Australia,3/14/2023 4:00:06 PM,Tablet,Contact Form,/about,Referral,63,25,29,248,820,156,1437
Australia,8/26/2022 11:29:22 PM,Tablet,Contact Form,/about,Referral,77,39,43,883,1739,371,741
Australia,5/22/2020 6:13:50 AM,Tablet,Contact Form,/about,Referral,169,46,16,840,1191,198,299
Australia,2/8/2023 3:32:26 PM,Tablet,Contact Form,/about,Referral,67,48,12,947,927,401,166
Australia,11/29/2021 5:34:42 AM,Tablet,Purchase,/about,Referral,169,57,45,512,1163,470,757
Australia,3/4/2020 12:43:29 PM,Tablet,Purchase,/about,Referral,95,60,7,146,772,223,1192
Australia,6/1/2021 1:40:26 AM,Tablet,Purchase,/about,Referral,179,61,9,13,551,351,1148
Australia,2/23/2021 6:07:54 AM,Tablet,Sign Up,/about,Referral,91,35,48,847,910,349,1115
Australia,3/30/2020 7:36:50 AM,Tablet,Sign Up,/about,Referral,167,49,49,110,1321,259,1394
Australia,11/28/2021 6:13:57 AM,Tablet,Sign Up,/about,Referral,146,60,11,552,1869,345,1350
Australia,10/13/2023 1:59:25 AM,Tablet,Subscribe,/about,Referral,141,35,48,272,1275,89,1237
Australia,9/18/2022 2:31:33 PM,Tablet,Subscribe,/about,Referral,64,40,27,762,1335,410,657
Australia,3/28/2022 1:56:08 AM,Tablet,Subscribe,/about,Referral,33,63,40,488,374,332,1335
Canada,1/27/2020 12:03:41 PM,Tablet,Contact Form,/about,Referral,99,26,11,418,1431,291,632
Canada,6/4/2020 11:20:10 AM,Tablet,Contact Form,/about,Referral,105,40,41,892,1644,9,410
Canada,11/27/2022 10:29:10 AM,Tablet,Download,/about,Referral,94,27,27,944,1123,485,1040
Canada,7/17/2020 6:24:29 AM,Tablet,Purchase,/about,Referral,80,28,33,405,1337,125,489
Canada,1/6/2023 10:23:20 AM,Tablet,Purchase,/about,Referral,50,41,32,929,916,443,744
Canada,3/5/2021 9:26:16 PM,Tablet,Purchase,/about,Referral,55,46,33,299,1428,162,219
Canada,1/5/2023 10:07:29 AM,Tablet,Purchase,/about,Referral,83,50,22,937,232,312,285
Canada,9/7/2022 1:02:37 AM,Tablet,Purchase,/about,Referral,120,53,13,39,1307,241,122
Canada,10/1/2023 2:57:39 AM,Tablet,Sign Up,/about,Referral,80,49,25,71,1396,440,1421
Canada,3/10/2021 3:09:42 AM,Tablet,Sign Up,/about,Referral,99,52,20,777,800,7,617
Canada,12/11/2020 2:12:38 AM,Tablet,Subscribe,/about,Referral,144,50,20,292,946,481,1264
Canada,12/8/2021 12:18:27 PM,Tablet,Subscribe,/about,Referral,79,51,1,124,1855,331,859
India,1/26/2023 3:38:14 AM,Tablet,Contact Form,/about,Referral,117,23,8,634,1926,303,1168
India,3/2/2021 1:12:14 AM,Tablet,Contact Form,/about,Referral,78,26,20,222,1799,410,185
India,1/29/2021 9:03:48 AM,Tablet,Contact Form,/about,Referral,124,60,37,194,755,107,366
India,8/16/2022 3:50:15 AM,Tablet,Download,/about,Referral,61,36,27,970,1813,330,120
India,5/24/2020 9:02:24 PM,Tablet,Download,/about,Referral,57,40,33,614,1181,127,155
India,10/12/2022 5:48:29 PM,Tablet,Purchase,/about,Referral,60,42,38,196,1664,128,621
India,2/10/2021 12:01:06 AM,Tablet,Sign Up,/about,Referral,46,27,11,665,362,236,476
India,5/4/2021 9:02:43 PM,Tablet,Sign Up,/about,Referral,171,47,14,337,456,385,1439
India,5/20/2022 2:52:09 AM,Tablet,Sign Up,/about,Referral,33,52,39,911,141,348,715
India,5/2/2021 4:30:00 AM,Tablet,Sign Up,/about,Referral,38,57,43,13,1826,141,794
India,12/25/2022 5:06:54 PM,Tablet,Subscribe,/about,Referral,93,48,3,150,729,333,1197
India,1/25/2023 3:14:19 PM,Tablet,Subscribe,/about,Referral,30,62,16,329,967,10,297
India,3/26/2022 7:16:49 PM,Tablet,Subscribe,/about,Referral,164,64,42,461,1052,267,1141
UK,12/12/2020 9:05:15 PM,Tablet,Contact Form,/about,Referral,156,24,7,105,491,99,736
UK,2/16/2023 10:58:58 AM,Tablet,Contact Form,/about,Referral,136,37,2,774,1448,266,316
UK,6/19/2022 4:25:09 PM,Tablet,Contact Form,/about,Referral,131,52,22,912,1204,392,555
UK,7/25/2021 6:16:08 AM,Tablet,Download,/about,Referral,83,31,24,540,710,303,297
UK,5/19/2021 7:15:13 AM,Tablet,Download,/about,Referral,144,39,48,399,335,65,1131
UK,11/26/2020 1:31:17 PM,Tablet,Download,/about,Referral,60,47,23,602,573,88,498
UK,4/8/2021 2:48:56 AM,Tablet,Download,/about,Referral,60,48,14,901,325,200,1176
UK,12/15/2022 3:49:40 AM,Tablet,Download,/about,Referral,65,63,17,543,1422,395,1443
UK,1/30/2023 5:58:24 AM,Tablet,Purchase,/about,Referral,128,26,48,970,768,334,807
UK,7/5/2020 4:22:46 PM,Tablet,Purchase,/about,Referral,50,31,44,674,1893,65,1457
UK,9/11/2020 11:48:52 PM,Tablet,Sign Up,/about,Referral,121,47,44,111,1979,28,1134
UK,5/3/2023 4:25:05 PM,Tablet,Subscribe,/about,Referral,75,33,35,835,1867,434,1061
UK,12/23/2019 4:16:23 PM,Tablet,Subscribe,/about,Referral,72,33,47,521,105,482,348
USA,8/8/2022 3:00:45 PM,Tablet,Contact Form,/about,Referral,178,34,17,758,1089,16,717
USA,10/12/2022 9:25:15 PM,Tablet,Contact Form,/about,Referral,43,52,30,633,301,334,684
USA,2/27/2022 4:26:17 AM,Tablet,Contact Form,/about,Referral,121,56,28,621,1634,430,1420
USA,1/12/2020 9:07:55 PM,Tablet,Contact Form,/about,Referral,104,58,16,98,196,314,845
USA,2/7/2023 1:59:14 PM,Tablet,Download,/about,Referral,32,65,31,728,1949,191,951
USA,5/18/2021 8:16:01 AM,Tablet,Sign Up,/about,Referral,114,46,45,363,1000,165,1341
USA,4/23/2022 5:39:20 PM,Tablet,Subscribe,/about,Referral,98,22,39,686,1618,333,372
Australia,8/23/2022 6:41:51 PM,Tablet,Contact Form,/blog,Referral,88,39,8,955,1252,41,1405
Australia,1/26/2020 6:42:27 AM,Tablet,Contact Form,/blog,Referral,98,42,16,498,130,426,121
Australia,1/6/2022 10:43:51 AM,Tablet,Contact Form,/blog,Referral,64,45,16,856,1276,151,851
Australia,7/31/2023 7:32:21 AM,Tablet,Download,/blog,Referral,124,64,23,856,454,52,856
Australia,11/10/2020 2:07:53 AM,Tablet,Purchase,/blog,Referral,35,48,19,399,705,259,367
Australia,5/13/2020 9:30:36 AM,Tablet,Purchase,/blog,Referral,60,50,24,731,883,15,211
Australia,2/5/2020 3:28:48 AM,Tablet,Subscribe,/blog,Referral,124,24,17,183,971,376,302
Australia,6/12/2023 2:39:28 PM,Tablet,Subscribe,/blog,Referral,140,35,6,121,1787,114,1485
Australia,1/31/2023 12:25:07 AM,Tablet,Subscribe,/blog,Referral,115,39,3,411,291,35,474
Australia,10/27/2020 4:23:45 PM,Tablet,Subscribe,/blog,Referral,60,56,23,197,1099,476,509
Australia,1/6/2020 11:50:46 AM,Tablet,Subscribe,/blog,Referral,154,58,3,176,1328,266,776
Canada,2/13/2021 2:47:07 PM,Tablet,Contact Form,/blog,Referral,132,25,24,604,417,242,1111
Canada,1/4/2023 6:13:21 PM,Tablet,Contact Form,/blog,Referral,165,27,5,207,581,228,1276
Canada,8/12/2023 7:02:16 AM,Tablet,Contact Form,/blog,Referral,97,32,27,235,382,442,97
Canada,6/12/2023 7:17:25 PM,Tablet,Contact Form,/blog,Referral,115,46,8,166,894,174,301
Canada,7/22/2020 11:48:52 PM,Tablet,Contact Form,/blog,Referral,125,58,34,133,1090,202,1203
Canada,2/12/2021 8:51:15 PM,Tablet,Download,/blog,Referral,119,36,9,737,1470,201,89
Canada,6/13/2021 12:47:56 AM,Tablet,Purchase,/blog,Referral,171,24,33,516,553,492,634
Canada,6/25/2020 6:46:13 PM,Tablet,Purchase,/blog,Referral,95,34,36,116,1539,280,1442
Canada,3/24/2023 9:47:30 PM,Tablet,Sign Up,/blog,Referral,148,22,11,527,287,17,1227
Canada,6/4/2022 3:48:09 AM,Tablet,Sign Up,/blog,Referral,133,60,10,326,554,122,1413
Canada,4/25/2022 1:58:48 AM,Tablet,Subscribe,/blog,Referral,70,22,1,477,414,336,616
India,7/2/2023 9:01:59 PM,Tablet,Contact Form,/blog,Referral,159,38,6,842,988,455,923
India,3/21/2020 7:32:46 PM,Tablet,Contact Form,/blog,Referral,99,47,32,259,1759,135,334
India,1/2/2021 5:34:48 AM,Tablet,Download,/blog,Referral,152,22,45,45,384,433,702
India,5/18/2023 10:27:54 PM,Tablet,Download,/blog,Referral,45,39,16,777,1376,477,893
India,2/20/2021 12:58:03 PM,Tablet,Download,/blog,Referral,84,42,0,863,1537,394,511
India,12/29/2020 3:08:03 PM,Tablet,Download,/blog,Referral,32,47,0,931,1467,55,1065
India,1/1/2020 9:31:28 AM,Tablet,Download,/blog,Referral,108,48,4,831,1376,16,805
India,3/23/2020 2:42:03 PM,Tablet,Purchase,/blog,Referral,32,51,31,550,1897,267,525
India,4/10/2023 3:15:41 PM,Tablet,Subscribe,/blog,Referral,31,64,13,432,952,314,1203
UK,6/10/2022 1:54:12 PM,Tablet,Contact Form,/blog,Referral,169,23,9,24,1434,406,1170
UK,5/28/2023 6:18:22 AM,Tablet,Contact Form,/blog,Referral,93,25,13,647,1685,114,1217
UK,10/9/2023 6:02:49 AM,Tablet,Download,/blog,Referral,121,35,13,576,679,260,306
UK,12/4/2020 2:31:24 AM,Tablet,Download,/blog,Referral,106,40,5,959,332,163,617
UK,10/2/2020 5:32:33 AM,Tablet,Download,/blog,Referral,157,51,35,766,713,264,1113
UK,1/27/2023 11:22:24 PM,Tablet,Purchase,/blog,Referral,67,53,22,282,1839,415,249
UK,12/11/2020 8:29:31 AM,Tablet,Purchase,/blog,Referral,161,65,16,435,903,202,976
UK,7/18/2021 4:11:17 PM,Tablet,Sign Up,/blog,Referral,163,21,3,123,1876,85,1162
UK,8/25/2021 5:21:00 PM,Tablet,Sign Up,/blog,Referral,95,25,16,576,1193,332,176
UK,4/8/2022 5:32:35 PM,Tablet,Subscribe,/blog,Referral,159,58,14,672,1939,178,1144
UK,4/27/2023 1:12:06 AM,Tablet,Subscribe,/blog,Referral,30,66,12,472,844,338,842
USA,10/23/2021 6:03:37 AM,Tablet,Contact Form,/blog,Referral,172,27,42,356,935,269,922
USA,7/3/2023 3:22:28 AM,Tablet,Contact Form,/blog,Referral,51,51,49,387,223,151,680
USA,4/15/2021 6:07:19 PM,Tablet,Contact Form,/blog,Referral,60,57,34,228,947,131,1076
USA,7/28/2020 2:17:42 AM,Tablet,Contact Form,/blog,Referral,52,61,21,515,434,59,1357
USA,8/8/2023 5:50:01 PM,Tablet,Contact Form,/blog,Referral,99,63,15,969,1737,20,155
USA,10/13/2023 8:37:07 AM,Tablet,Download,/blog,Referral,30,28,43,134,140,123,968
USA,3/14/2021 6:57:33 PM,Tablet,Download,/blog,Referral,90,32,7,470,915,147,1060
USA,7/2/2022 8:59:34 AM,Tablet,Download,/blog,Referral,52,44,21,156,1023,421,788
USA,1/1/2022 10:44:24 PM,Tablet,Purchase,/blog,Referral,174,22,20,824,1863,218,169
USA,6/25/2020 12:04:31 PM,Tablet,Purchase,/blog,Referral,145,52,18,131,1770,290,199
USA,1/11/2021 4:05:22 PM,Tablet,Sign Up,/blog,Referral,171,45,30,357,956,197,1218
USA,1/17/2021 11:18:03 PM,Tablet,Sign Up,/blog,Referral,104,48,33,784,1457,351,1017
USA,4/20/2022 1:48:10 AM,Tablet,Subscribe,/blog,Referral,85,55,15,622,1348,478,248
USA,12/4/2020 10:14:35 PM,Tablet,Subscribe,/blog,Referral,79,57,28,317,694,270,72
USA,2/6/2023 7:12:51 AM,Tablet,Subscribe,/blog,Referral,110,60,3,204,262,254,689
Australia,12/20/2020 7:02:04 PM,Tablet,Contact Form,/contact,Referral,135,27,17,820,1743,135,874
Australia,7/12/2020 6:20:52 AM,Tablet,Contact Form,/contact,Referral,177,49,30,352,1505,411,85
Australia,12/24/2022 12:52:13 PM,Tablet,Download,/contact,Referral,117,29,37,474,970,162,459
Australia,5/8/2021 12:51:58 AM,Tablet,Purchase,/contact,Referral,164,24,1,519,1658,379,1237
Australia,10/18/2023 1:10:38 AM,Tablet,Purchase,/contact,Referral,49,43,42,274,439,466,1418
Australia,6/22/2023 5:28:39 AM,Tablet,Purchase,/contact,Referral,134,52,8,25,123,38,666
Australia,11/11/2022 8:45:48 AM,Tablet,Sign Up,/contact,Referral,74,30,20,504,976,46,678
Australia,1/24/2022 1:57:21 AM,Tablet,Sign Up,/contact,Referral,59,34,19,155,423,42,1274
Australia,9/14/2022 9:17:24 PM,Tablet,Sign Up,/contact,Referral,47,47,10,344,920,35,762
Australia,5/16/2022 2:24:59 AM,Tablet,Sign Up,/contact,Referral,102,61,40,312,635,270,1406
Australia,2/6/2023 6:05:49 AM,Tablet,Subscribe,/contact,Referral,105,36,0,302,1572,36,464
Australia,2/26/2020 10:18:08 AM,Tablet,Subscribe,/contact,Referral,127,40,6,324,1036,84,747
Canada,4/23/2020 11:12:38 AM,Tablet,Contact Form,/contact,Referral,46,57,21,111,707,442,1220
Canada,7/9/2023 9:02:08 AM,Tablet,Download,/contact,Referral,86,31,0,243,991,44,1463
Canada,1/31/2022 12:09:39 PM,Tablet,Download,/contact,Referral,135,43,2,462,1580,296,1487
Canada,4/26/2021 1:19:39 AM,Tablet,Download,/contact,Referral,60,48,42,115,717,499,1459
Canada,3/30/2021 10:46:15 PM,Tablet,Purchase,/contact,Referral,138,53,37,904,953,139,1040
Canada,1/13/2022 3:07:12 AM,Tablet,Purchase,/contact,Referral,64,66,49,300,1633,379,995
Canada,1/11/2021 9:49:02 AM,Tablet,Sign Up,/contact,Referral,80,24,7,556,1865,302,1278
Canada,11/10/2020 12:00:45 AM,Tablet,Sign Up,/contact,Referral,168,36,6,25,199,491,1252
Canada,9/25/2021 9:46:52 PM,Tablet,Sign Up,/contact,Referral,138,42,46,240,237,11,1108
Canada,2/14/2022 4:50:37 PM,Tablet,Subscribe,/contact,Referral,53,29,19,917,1493,365,78
India,5/1/2023 6:44:39 AM,Tablet,Contact Form,/contact,Referral,153,25,49,555,1144,412,289
India,1/14/2023 10:10:45 PM,Tablet,Contact Form,/contact,Referral,60,39,9,816,160,401,1398
India,9/27/2023 11:33:09 AM,Tablet,Contact Form,/contact,Referral,111,39,45,694,1020,181,996
India,8/3/2023 2:29:46 AM,Tablet,Contact Form,/contact,Referral,77,48,16,476,1314,78,1201
India,4/19/2022 11:26:22 AM,Tablet,Purchase,/contact,Referral,152,25,16,855,1400,220,1312
India,9/4/2023 5:51:47 AM,Tablet,Purchase,/contact,Referral,109,30,42,741,1898,266,549
India,6/11/2020 1:46:34 AM,Tablet,Sign Up,/contact,Referral,150,27,43,902,1416,222,301
India,9/18/2021 11:55:29 AM,Tablet,Subscribe,/contact,Referral,40,46,34,472,1389,366,105
UK,6/20/2021 1:12:30 PM,Tablet,Contact Form,/contact,Referral,97,47,25,507,1797,339,1327
UK,12/31/2021 1:35:48 PM,Tablet,Contact Form,/contact,Referral,168,48,2,109,327,485,450
UK,4/6/2021 3:12:09 AM,Tablet,Contact Form,/contact,Referral,163,52,22,721,549,201,151
UK,8/4/2022 5:32:59 PM,Tablet,Contact Form,/contact,Referral,142,55,47,205,344,404,336
UK,6/17/2023 11:10:56 PM,Tablet,Download,/contact,Referral,122,26,36,569,496,273,639
UK,11/27/2022 1:44:22 AM,Tablet,Download,/contact,Referral,157,28,29,25,985,89,83
UK,10/21/2020 9:10:42 PM,Tablet,Download,/contact,Referral,70,68,27,528,945,236,540
UK,2/22/2021 11:03:39 AM,Tablet,Purchase,/contact,Referral,125,30,24,775,1474,407,861
UK,2/16/2023 3:35:07 AM,Tablet,Sign Up,/contact,Referral,69,25,30,942,1833,17,116
UK,3/19/2020 8:11:37 AM,Tablet,Sign Up,/contact,Referral,75,42,41,462,469,139,348
UK,1/15/2023 4:52:20 AM,Tablet,Sign Up,/contact,Referral,90,63,17,370,716,293,686
UK,1/3/2023 9:08:41 PM,Tablet,Subscribe,/contact,Referral,64,26,23,582,1352,255,598
UK,3/23/2022 8:01:56 AM,Tablet,Subscribe,/contact,Referral,101,62,3,205,507,174,797
UK,8/25/2022 10:11:31 PM,Tablet,Subscribe,/contact,Referral,93,62,28,442,1226,289,187
USA,6/5/2023 9:48:09 PM,Tablet,Contact Form,/contact,Referral,149,26,47,19,312,78,1041
USA,11/24/2020 4:55:28 AM,Tablet,Contact Form,/contact,Referral,131,32,36,485,869,447,1390
USA,3/5/2022 10:40:06 AM,Tablet,Contact Form,/contact,Referral,157,54,0,60,1406,63,1356
USA,5/3/2022 5:31:54 PM,Tablet,Contact Form,/contact,Referral,92,60,46,209,804,83,67
USA,1/7/2022 2:47:40 PM,Tablet,Download,/contact,Referral,137,35,21,180,350,485,171
USA,11/21/2020 10:51:24 AM,Tablet,Download,/contact,Referral,94,48,14,611,1349,160,776
USA,7/15/2020 6:31:53 AM,Tablet,Download,/contact,Referral,58,63,1,248,1196,72,72
USA,5/13/2021 8:50:40 AM,Tablet,Purchase,/contact,Referral,35,25,46,731,791,445,818
USA,9/27/2020 4:17:47 PM,Tablet,Purchase,/contact,Referral,178,26,22,221,1781,154,1424
USA,7/7/2020 4:20:35 AM,Tablet,Purchase,/contact,Referral,43,36,18,978,936,261,1129
USA,8/12/2021 6:47:24 PM,Tablet,Sign Up,/contact,Referral,151,20,49,808,699,209,602
USA,10/14/2022 9:35:14 AM,Tablet,Sign Up,/contact,Referral,146,21,9,533,1473,21,1457
USA,8/28/2020 11:15:58 AM,Tablet,Sign Up,/contact,Referral,141,55,24,279,1193,386,224
USA,4/12/2022 5:37:42 PM,Tablet,Subscribe,/contact,Referral,174,21,33,847,470,321,1034
USA,10/13/2021 3:39:46 AM,Tablet,Subscribe,/contact,Referral,67,29,5,830,242,422,347
USA,1/14/2021 9:49:50 AM,Tablet,Subscribe,/contact,Referral,156,29,16,572,1865,294,1230
Australia,11/9/2022 7:27:43 AM,Tablet,Download,/home,Referral,99,38,14,400,230,441,1032
Australia,12/8/2020 11:44:03 PM,Tablet,Download,/home,Referral,45,65,20,425,1331,103,1274
Australia,9/3/2023 7:20:17 PM,Tablet,Purchase,/home,Referral,147,40,1,737,1630,118,1345
Australia,4/29/2022 2:30:18 PM,Tablet,Sign Up,/home,Referral,105,58,38,276,899,207,1031
Canada,10/23/2022 5:14:18 PM,Tablet,Contact Form,/home,Referral,59,53,17,601,541,448,659
Canada,3/19/2022 10:07:45 PM,Tablet,Contact Form,/home,Referral,129,56,43,605,1611,376,770
Canada,7/28/2021 4:09:17 AM,Tablet,Purchase,/home,Referral,75,29,4,635,1393,227,519
Canada,5/2/2023 10:59:23 PM,Tablet,Purchase,/home,Referral,107,44,35,785,881,113,686
Canada,8/31/2020 5:28:32 PM,Tablet,Sign Up,/home,Referral,133,27,48,435,1157,376,593
India,4/16/2021 9:16:20 AM,Tablet,Contact Form,/home,Referral,74,42,32,995,1003,20,1144
India,6/14/2023 5:56:46 PM,Tablet,Download,/home,Referral,143,29,31,626,320,275,1266
India,8/9/2022 8:31:16 AM,Tablet,Download,/home,Referral,156,31,19,303,1665,418,1452
India,6/21/2023 6:41:55 PM,Tablet,Purchase,/home,Referral,105,27,32,85,1078,271,900
India,7/27/2020 1:23:10 AM,Tablet,Purchase,/home,Referral,155,41,29,557,1207,187,1062
India,6/16/2021 4:06:02 PM,Tablet,Purchase,/home,Referral,137,64,6,47,1420,435,300
India,11/28/2022 8:58:58 AM,Tablet,Sign Up,/home,Referral,141,61,26,909,660,169,498
India,7/14/2021 8:15:33 AM,Tablet,Subscribe,/home,Referral,97,41,44,543,690,418,206
UK,5/4/2022 11:17:00 PM,Tablet,Contact Form,/home,Referral,131,20,8,353,437,78,1336
UK,7/10/2021 6:53:31 PM,Tablet,Contact Form,/home,Referral,158,30,32,952,210,229,1057
UK,8/13/2023 9:33:02 PM,Tablet,Purchase,/home,Referral,96,34,10,463,1408,363,128
UK,1/19/2021 11:01:07 PM,Tablet,Purchase,/home,Referral,83,37,2,45,629,248,263
UK,3/27/2022 4:13:24 PM,Tablet,Purchase,/home,Referral,66,58,38,442,653,21,292
UK,10/13/2020 2:16:59 PM,Tablet,Purchase,/home,Referral,71,69,47,547,1235,123,138
UK,10/19/2022 5:23:27 AM,Tablet,Sign Up,/home,Referral,128,23,2,61,1079,89,1283
UK,3/8/2020 4:53:42 PM,Tablet,Sign Up,/home,Referral,62,34,9,282,1734,218,1405
UK,7/27/2023 11:42:41 AM,Tablet,Sign Up,/home,Referral,135,63,38,107,233,153,730
UK,8/31/2020 4:51:36 PM,Tablet,Sign Up,/home,Referral,148,64,39,587,1105,428,1260
USA,10/19/2021 3:27:08 AM,Tablet,Download,/home,Referral,136,42,4,702,1555,234,240
USA,3/13/2022 9:06:12 PM,Tablet,Purchase,/home,Referral,62,52,21,78,1670,438,1442
USA,8/22/2022 8:40:40 AM,Tablet,Sign Up,/home,Referral,169,36,4,864,1977,267,64
USA,11/6/2021 3:55:23 AM,Tablet,Subscribe,/home,Referral,172,38,25,989,1982,303,656
USA,9/8/2020 4:27:43 PM,Tablet,Subscribe,/home,Referral,137,55,49,809,1815,296,652
USA,4/16/2022 6:15:49 PM,Tablet,Subscribe,/home,Referral,136,56,37,123,1503,349,574
USA,11/7/2020 2:28:00 AM,Tablet,Subscribe,/home,Referral,117,57,17,897,331,448,317
Australia,9/2/2022 9:18:36 AM,Tablet,Contact Form,/products,Referral,88,22,41,500,527,311,721
Australia,10/26/2023 3:36:41 AM,Tablet,Contact Form,/products,Referral,30,52,28,785,1700,234,1433
Australia,10/30/2020 7:23:28 PM,Tablet,Download,/products,Referral,40,21,19,625,1097,77,303
Australia,8/2/2022 5:38:23 PM,Tablet,Download,/products,Referral,166,36,47,213,1945,322,421
Australia,8/23/2022 11:33:22 PM,Tablet,Sign Up,/products,Referral,71,30,24,870,1363,351,535
Australia,4/22/2022 9:57:27 AM,Tablet,Sign Up,/products,Referral,128,34,21,982,428,353,951
Australia,9/26/2022 7:08:21 PM,Tablet,Sign Up,/products,Referral,164,37,35,843,1941,13,995
Australia,4/27/2021 12:36:13 AM,Tablet,Subscribe,/products,Referral,52,62,26,742,1781,86,838
Australia,8/13/2023 12:42:57 AM,Tablet,Subscribe,/products,Referral,78,64,39,90,585,13,1242
Canada,2/4/2020 10:39:25 PM,Tablet,Contact Form,/products,Referral,137,46,5,82,1682,489,1492
Canada,10/5/2020 1:51:38 AM,Tablet,Contact Form,/products,Referral,149,57,44,770,650,79,1058
Canada,12/6/2022 1:14:57 AM,Tablet,Download,/products,Referral,70,28,45,330,1199,323,448
Canada,9/21/2022 4:36:37 AM,Tablet,Download,/products,Referral,116,35,2,659,896,328,1027
Canada,8/5/2021 9:10:34 AM,Tablet,Purchase,/products,Referral,135,35,14,119,1812,186,369
Canada,6/19/2020 4:37:13 PM,Tablet,Purchase,/products,Referral,95,46,49,434,715,16,961
Canada,9/18/2021 11:21:40 AM,Tablet,Sign Up,/products,Referral,169,41,47,680,1885,305,1089
Canada,5/14/2023 6:59:06 PM,Tablet,Sign Up,/products,Referral,37,50,12,365,1485,265,253
Canada,6/24/2022 4:01:33 AM,Tablet,Subscribe,/products,Referral,159,21,1,141,1205,324,796
Canada,9/29/2022 9:00:22 AM,Tablet,Subscribe,/products,Referral,56,42,24,170,1309,192,338
India,7/22/2022 9:18:15 PM,Tablet,Contact Form,/products,Referral,81,31,2,143,1979,257,400
India,3/12/2022 1:22:32 PM,Tablet,Contact Form,/products,Referral,50,37,30,401,1279,461,1356
India,1/22/2023 1:29:52 PM,Tablet,Contact Form,/products,Referral,147,46,5,791,745,458,772
India,1/18/2020 9:11:11 AM,Tablet,Download,/products,Referral,157,31,13,382,1229,89,1269
